,tourney_name,year,player_tier,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_bpSaved,l_bpFaced,total_points,l_total_points,return_points_won%,ace%,1stSvWin%,1stSvWin%_difference,2ndSvWin%,2ndSvWin%_difference,bpSaved%_difference,points_percentage,bpFaced%
427,Stuttgart Masters,2001,top2-8,11.05,3.14,82.1,46.52,36.9,19.48,3.24,4.67,9.1,3.1,88.33,51.05,36.0,18.29,4.71,7.48,90.43,80.0,39.17,54.84,79.32,8.8,54.75,5.69,6.41,53.06,38.44
428,US Open,2001,champion,7.14,6.0,103.71,57.0,44.14,25.43,3.14,5.29,10.43,6.71,110.86,60.71,41.29,21.57,6.86,12.86,117.57,97.0,45.78,40.64,77.44,9.43,54.44,11.43,6.02,54.79,29.15
429,US Open,2001,top2-8,13.19,3.75,104.0,60.56,48.44,25.31,3.59,4.94,10.69,5.5,113.28,66.5,47.31,21.53,7.28,11.69,118.19,99.09,40.32,55.23,79.99,8.85,58.26,12.24,10.39,54.4,29.71
430,US Open,2002,champion,20.57,8.57,112.29,65.57,54.14,28.29,3.29,4.14,10.86,4.43,113.86,67.43,49.14,24.14,4.57,7.86,123.0,103.14,36.25,65.45,82.57,9.69,60.55,8.56,21.33,54.39,34.5
431,US Open,2002,top2-8,9.69,4.31,106.84,66.53,50.81,22.94,4.91,6.47,9.75,5.88,112.28,64.31,44.06,22.88,6.06,10.72,119.09,100.03,41.28,49.85,76.37,7.86,56.91,9.21,19.36,54.35,37.64
432,US Open,2003,champion,17.57,2.29,100.14,63.57,52.14,23.14,4.71,5.43,8.14,3.57,109.86,69.0,47.43,19.57,7.0,10.86,118.14,91.86,40.1,68.34,82.02,13.28,63.28,15.38,22.28,56.26,33.33
433,US Open,2003,top2-8,7.75,3.38,106.25,65.66,48.88,23.66,4.75,7.12,9.38,5.69,115.47,66.75,45.22,22.12,8.06,13.47,120.66,101.06,42.98,45.24,74.44,6.69,58.29,12.89,6.87,54.42,34.58
434,US Open,2004,champion,10.5,4.0,100.67,62.0,48.0,21.0,2.67,4.5,2.83,3.67,102.0,61.17,38.83,19.5,5.5,11.17,112.67,90.0,43.53,78.77,77.42,13.94,54.31,6.55,10.09,55.59,28.72
435,US Open,2004,top2-8,12.38,4.59,98.78,59.34,45.62,22.03,3.88,5.91,8.91,5.34,104.34,61.72,41.09,18.06,6.56,12.38,112.84,90.28,44.49,58.15,76.88,10.31,55.86,13.49,12.66,55.55,32.31
436,US Open,2005,champion,10.71,1.86,104.71,68.57,52.43,19.71,3.71,5.57,4.86,5.0,107.57,62.14,39.71,20.86,6.86,11.86,119.14,93.14,45.34,68.79,76.46,12.56,54.54,8.62,8.77,56.12,31.96
437,US Open,2005,top2-8,8.22,4.12,114.62,70.31,51.69,24.53,4.78,7.59,9.22,5.88,119.34,70.41,46.72,22.81,7.53,13.41,126.03,107.94,42.78,47.13,73.52,7.17,55.36,8.74,6.83,53.87,36.14
438,US Open,2006,champion,9.29,1.29,90.57,57.57,46.71,18.14,3.0,4.29,4.57,3.0,105.71,61.43,37.71,20.29,6.71,12.29,112.57,83.71,45.17,67.03,81.14,19.75,54.97,9.15,15.33,57.35,25.87
439,US Open,2006,top2-8,9.56,2.56,102.53,64.59,49.03,22.0,4.41,6.38,6.72,4.38,103.84,64.91,43.34,17.06,4.81,10.12,114.47,91.91,43.51,58.72,75.91,9.14,57.99,14.17,21.59,55.47,38.67
440,US Open,2007,champion,10.71,1.57,93.14,59.0,46.14,22.71,3.29,4.57,9.14,5.14,103.0,66.14,45.43,16.29,5.86,10.43,110.14,86.0,40.4,53.95,78.2,9.51,66.52,22.33,15.81,56.15,30.47
441,US Open,2007,top2-8,8.56,2.91,103.97,66.41,50.06,21.22,3.94,6.09,7.25,4.12,112.75,66.91,45.0,20.38,6.59,12.16,118.66,98.06,43.04,54.14,75.38,8.13,56.5,12.04,10.51,54.75,33.37
442,US Open,2008,champion,12.29,1.71,103.43,68.14,52.86,20.43,4.14,5.43,5.29,4.14,111.0,68.0,46.0,20.14,6.57,11.29,118.14,96.29,42.19,69.91,77.58,9.93,57.89,11.05,18.05,55.09,32.48
443,US Open,2008,top2-8,13.28,3.41,111.78,68.66,53.28,23.66,4.47,6.53,9.44,4.66,120.03,71.19,48.47,23.91,6.66,11.66,124.59,107.22,40.41,58.45,77.6,9.51,54.87,5.91,11.33,53.75,35.9
444,US Open,2009,champion,11.71,3.43,97.57,62.14,49.0,18.43,5.86,8.14,5.29,3.29,111.14,70.14,43.43,19.0,6.71,12.86,116.14,92.57,44.58,68.88,78.85,16.93,52.02,5.68,19.81,55.65,38.76
445,US Open,2009,top2-8,9.84,3.44,97.03,59.16,46.28,21.78,3.94,5.81,6.84,4.66,103.62,61.19,41.06,19.22,5.94,11.09,111.41,89.25,42.72,58.99,78.23,11.13,57.51,12.21,14.25,55.52,34.38
446,US Open,2010,champion,6.43,1.86,88.0,56.86,46.43,20.29,2.14,2.86,6.71,3.29,107.43,65.0,44.14,20.29,7.14,10.86,109.71,85.71,40.21,48.93,81.66,13.75,65.16,17.34,9.08,56.14,20.85
447,US Open,2010,top2-8,10.03,4.44,111.69,67.44,51.16,24.62,4.62,6.69,7.66,5.38,120.5,69.41,46.97,23.47,6.97,12.31,125.84,106.34,42.22,56.7,75.86,8.19,55.64,9.7,12.44,54.2,35.21
448,US Open,2011,champion,5.29,1.86,94.86,60.71,44.14,18.43,3.71,6.29,4.57,3.86,97.86,61.0,36.0,14.43,6.57,13.86,110.0,82.71,52.6,53.65,72.71,13.69,53.97,14.82,11.58,57.08,31.22
449,US Open,2011,top2-8,10.34,2.69,96.03,61.62,46.81,20.16,3.81,5.47,6.09,4.06,99.41,57.91,38.47,19.22,5.25,10.38,108.69,86.75,42.98,62.93,75.97,9.54,58.59,12.28,19.07,55.61,34.51
450,US Open,2012,champion,8.86,3.57,112.0,69.14,50.43,21.71,5.29,8.71,7.43,4.57,120.0,72.57,47.71,20.0,9.14,15.43,124.43,107.57,44.33,54.39,72.94,7.2,50.65,8.48,1.49,53.63,36.08
451,US Open,2012,top2-8,10.48,3.35,98.26,58.45,46.42,23.32,3.65,5.16,7.32,4.23,109.81,63.87,42.39,21.45,7.13,12.1,115.71,92.35,42.93,58.88,79.42,13.05,58.58,11.89,11.81,55.61,29.9
452,US Open,2013,champion,2.43,1.29,83.71,55.71,42.71,17.57,2.71,3.29,6.71,2.71,91.71,55.71,35.71,15.0,5.0,10.57,101.29,74.14,45.63,26.59,76.66,12.56,62.75,21.08,35.07,57.74,23.74
453,US Open,2013,top2-8,8.06,3.66,105.22,63.78,47.69,22.94,5.0,7.47,7.16,4.34,115.5,66.88,43.41,22.25,7.56,13.34,120.47,100.25,44.05,52.96,74.77,9.86,55.36,9.6,10.26,54.58,35.9
454,US Open,2014,champion,14.0,4.57,95.57,53.43,44.14,22.86,3.71,5.29,7.71,3.71,102.0,57.0,38.57,22.14,6.29,10.29,108.29,89.29,40.79,64.49,82.61,14.94,54.25,5.05,9.0,54.81,33.95
455,US Open,2014,top2-8,8.71,3.74,102.97,60.55,46.03,24.26,5.13,7.06,7.16,5.06,108.0,63.16,42.13,20.26,6.58,11.87,115.9,95.06,43.33,54.88,76.02,9.32,57.19,12.01,17.23,54.94,37.3
456,US Open,2015,champion,6.71,1.86,94.0,59.71,44.71,21.0,4.71,6.43,6.14,4.14,95.86,52.57,34.57,19.29,5.71,11.57,107.71,82.14,46.22,52.22,74.88,9.12,61.24,16.68,23.9,56.73,35.72
457,US Open,2015,top2-8,14.5,3.31,100.03,60.19,48.84,22.94,3.38,4.75,7.16,4.06,103.38,59.25,40.75,21.84,5.88,10.22,112.56,90.84,40.15,66.94,81.14,12.36,57.58,8.09,13.63,55.34,31.73
458,US Open,2016,champion,8.71,3.86,131.86,75.29,57.14,31.71,7.86,10.14,5.14,7.86,127.0,71.86,50.43,27.29,6.71,11.71,138.14,120.71,38.76,62.89,75.89,5.71,56.05,6.56,20.21,53.37,46.41
459,US Open,2016,top2-8,8.84,4.65,97.23,55.26,42.65,23.03,3.9,5.97,5.71,5.26,102.06,57.32,38.45,19.74,7.26,12.55,109.55,89.74,43.58,60.76,77.18,10.1,54.87,10.75,7.48,54.97,32.24
460,US Open,2017,champion,4.14,2.71,85.86,56.71,43.57,18.86,2.57,3.57,5.86,4.29,104.29,66.29,41.57,16.14,8.43,14.29,109.0,81.14,45.22,41.4,76.83,14.12,64.7,22.23,13.0,57.33,19.99
461,US Open,2017,top2-8,11.34,3.09,102.28,64.06,48.56,21.75,4.16,6.25,6.62,4.88,107.19,63.31,42.72,20.47,5.56,10.69,114.31,95.16,41.56,63.14,75.8,8.32,56.91,10.26,14.55,54.57,36.89
462,US Open,2018,champion,3.86,2.43,94.14,60.86,44.71,20.29,2.43,3.43,5.57,3.57,102.43,64.43,41.43,16.43,8.0,13.0,109.57,87.0,43.47,40.93,73.46,9.16,60.97,17.73,9.31,55.74,20.88
463,US Open,2018,top2-8,10.91,3.12,101.28,63.78,49.56,20.94,3.31,5.47,8.75,4.56,111.38,66.88,45.22,21.41,7.03,12.16,115.25,97.41,41.88,55.49,77.7,10.09,55.84,7.73,2.7,54.19,31.03
464,US Open,2019,champion,5.83,3.33,94.33,54.0,43.33,23.0,3.33,5.17,7.67,2.67,110.5,72.17,44.67,18.67,8.67,14.17,113.5,91.33,43.24,43.19,80.24,18.34,57.03,8.32,3.22,55.41,26.73
465,US Open,2019,top2-8,10.94,4.45,108.77,65.13,50.0,23.87,5.58,7.84,4.77,5.35,111.26,67.71,45.06,19.71,6.81,12.26,120.35,99.68,43.2,69.64,76.77,10.22,54.7,9.44,15.62,54.7,39.0
466,US Open,2020,champion,7.0,3.0,99.14,61.14,46.57,20.14,5.86,8.43,6.71,5.14,101.57,62.71,40.86,17.14,6.57,12.14,110.29,90.43,43.64,51.06,76.17,11.01,53.0,8.89,15.39,54.95,40.98
467,US Open,2020,top2-8,11.25,4.25,107.38,67.75,52.5,20.53,4.88,7.03,7.16,3.84,113.5,71.34,47.44,19.25,6.06,11.47,119.84,101.03,42.23,61.11,77.49,10.99,51.8,6.14,16.59,54.26,38.0
468,Wimbledon,2001,champion,30.29,8.29,122.57,75.71,65.29,25.57,2.57,3.86,13.86,5.29,126.43,76.0,59.14,28.0,4.14,6.57,130.14,118.86,31.21,68.61,86.24,8.42,54.57,-0.95,3.57,52.27,37.01
469,Wimbledon,2001,top2-8,10.97,4.66,108.53,68.75,53.0,21.31,4.97,6.88,8.0,5.41,109.16,64.12,44.44,20.81,6.09,11.0,118.22,99.47,41.33,57.83,77.09,7.78,53.57,7.37,16.88,54.31,38.48
470,Wimbledon,2002,champion,10.43,2.71,92.29,49.86,39.0,25.29,4.14,5.71,4.0,6.14,103.71,68.29,45.29,11.57,9.71,15.71,111.14,84.86,45.46,72.28,78.22,11.9,59.6,26.93,10.69,56.7,26.66
471,Wimbledon,2002,top2-8,9.72,4.72,122.94,71.28,54.47,28.0,4.91,7.91,8.78,6.44,131.56,75.53,52.69,26.41,7.84,13.34,134.94,119.56,40.38,52.54,76.42,6.66,54.2,7.06,3.3,53.02,37.22
472,Wimbledon,2003,champion,13.43,2.71,93.57,57.43,44.71,21.43,3.14,4.29,6.14,3.14,100.57,64.14,41.86,16.57,6.43,11.0,108.29,85.86,42.36,68.63,77.85,12.59,59.3,13.82,14.74,55.78,28.06
473,Wimbledon,2003,top2-8,13.72,4.5,110.69,70.44,55.66,21.88,4.06,5.97,6.78,3.91,118.91,73.91,49.78,22.03,6.66,11.31,124.62,104.97,40.06,66.93,79.02,11.67,54.36,5.4,9.12,54.28,34.55
474,Wimbledon,2004,champion,9.43,2.0,95.29,61.71,47.14,20.71,3.86,4.71,5.71,2.71,95.57,58.43,38.43,17.14,5.0,10.0,107.86,83.0,43.12,62.29,76.39,10.62,61.67,15.52,31.95,56.51,32.02
475,Wimbledon,2004,top2-8,11.53,3.66,103.91,66.53,52.34,21.09,3.56,5.03,8.09,4.47,112.59,73.06,49.53,18.66,6.81,11.31,117.84,98.66,40.04,58.77,78.67,10.88,56.42,9.22,10.57,54.43,30.78
476,Wimbledon,2005,champion,12.14,1.43,89.0,57.71,46.14,19.86,1.43,2.43,4.43,3.14,100.29,59.86,41.71,18.29,4.71,9.0,106.29,83.0,40.26,73.26,79.95,10.27,63.47,18.23,6.52,56.15,21.26
477,Wimbledon,2005,top2-8,12.75,2.97,105.16,65.78,52.31,22.53,3.69,5.12,8.84,4.44,112.28,67.41,46.16,21.84,6.38,10.97,119.12,98.31,40.13,59.06,79.52,11.04,57.21,8.54,13.91,54.79,31.82
478,Wimbledon,2006,champion,9.71,0.71,81.57,53.71,42.57,18.43,1.14,1.71,4.57,2.57,83.0,55.14,34.86,12.86,3.0,8.0,96.29,68.29,43.65,68.0,79.26,16.04,66.15,19.99,29.17,58.51,17.61
479,Wimbledon,2006,top2-8,11.34,3.41,118.31,74.69,57.66,24.22,4.03,6.0,8.56,4.53,120.25,75.88,52.78,21.12,6.22,10.97,128.22,110.34,40.97,56.98,77.2,7.64,55.52,7.92,10.47,53.75,35.36
480,Wimbledon,2007,champion,14.17,1.0,100.0,65.17,50.83,21.33,2.83,4.0,2.67,2.0,104.5,65.67,43.67,20.33,4.67,8.67,112.67,91.83,39.3,84.14,78.0,11.5,61.24,8.88,16.89,55.1,31.57
481,Wimbledon,2007,top2-8,10.88,2.56,109.78,71.94,56.69,21.91,3.47,5.09,10.06,4.47,117.38,72.66,51.22,21.59,5.53,9.78,123.16,104.0,38.48,51.96,78.8,8.31,57.9,9.62,11.63,54.22,34.23
482,Wimbledon,2008,champion,6.43,1.71,103.57,74.86,58.14,18.0,2.57,3.29,9.86,2.71,112.57,69.57,49.14,19.0,6.43,10.43,120.57,95.57,40.75,39.47,77.66,7.03,62.7,18.51,16.47,55.78,23.98
483,Wimbledon,2008,top2-8,14.0,3.09,115.75,69.72,54.91,26.47,4.28,5.91,9.12,4.28,119.88,72.78,52.19,22.38,5.84,10.03,126.69,108.94,38.53,60.55,78.76,7.05,57.51,9.99,14.19,53.77,37.08
484,Wimbledon,2009,champion,18.14,1.71,106.14,71.14,61.86,21.71,2.0,2.71,12.57,3.57,117.43,79.0,59.14,18.71,5.43,8.71,123.14,100.43,34.41,59.07,86.96,12.1,62.03,13.34,11.46,55.08,23.73
485,Wimbledon,2009,top2-8,17.09,3.53,108.0,69.84,57.19,22.19,3.38,4.81,11.38,4.09,115.78,71.28,52.03,21.59,5.75,9.62,121.53,102.25,37.11,60.03,81.89,8.9,58.15,9.63,10.5,54.31,33.33
486,Wimbledon,2010,champion,7.71,2.14,101.14,68.86,54.43,20.0,2.14,3.29,15.0,3.57,108.71,65.71,49.29,19.43,5.57,10.14,114.43,95.43,36.73,33.95,79.04,4.03,61.96,16.77,10.12,54.53,24.5
487,Wimbledon,2010,top2-8,15.53,3.81,104.81,63.78,52.81,24.06,3.56,4.62,10.66,4.53,115.16,72.47,51.44,19.72,5.84,9.97,120.88,99.09,39.15,59.3,82.8,11.82,58.64,12.45,18.48,54.95,31.67
488,Wimbledon,2011,champion,8.71,2.29,95.14,65.14,50.43,17.71,2.43,4.0,9.0,3.43,102.86,65.14,43.71,16.86,5.57,10.57,110.43,87.57,41.75,49.18,77.42,10.32,59.03,14.33,8.05,55.77,27.45
489,Wimbledon,2011,top2-8,14.5,2.31,101.31,66.72,53.81,20.22,3.38,4.25,8.28,4.06,112.06,71.09,49.97,19.16,5.59,9.59,116.97,96.41,38.56,63.65,80.65,10.36,58.46,11.69,21.24,54.82,30.71
490,Wimbledon,2012,champion,10.14,1.57,98.43,65.71,51.29,19.14,3.14,4.43,7.57,3.14,112.29,72.57,46.0,18.0,7.29,12.71,118.71,92.0,44.92,57.26,78.06,14.67,58.5,13.18,13.52,56.34,25.85
491,Wimbledon,2012,top2-8,11.62,2.12,106.03,68.62,53.66,22.62,4.44,5.69,8.75,3.34,110.25,70.16,49.22,18.88,5.22,9.56,118.44,97.84,38.95,57.04,78.2,8.05,60.47,13.38,23.43,54.76,37.31
492,Wimbledon,2013,champion,12.71,1.86,101.29,65.71,51.71,19.29,4.43,6.14,5.29,4.57,109.0,67.0,45.43,18.0,6.71,11.86,116.57,93.71,42.34,70.61,78.69,10.88,54.22,11.36,15.57,55.44,34.11
493,Wimbledon,2013,top2-8,12.84,3.39,98.55,63.55,51.81,19.87,2.87,4.03,9.03,3.16,114.03,73.97,49.74,18.61,7.94,12.16,117.35,95.23,40.79,58.71,81.53,14.29,56.77,10.31,5.92,55.2,24.89
494,Wimbledon,2014,champion,12.29,1.71,119.57,80.0,60.86,23.29,3.57,5.14,12.29,4.29,129.14,79.71,57.71,22.43,7.71,12.14,133.14,115.57,38.55,50.0,76.08,3.68,58.86,13.48,5.95,53.53,29.75
495,Wimbledon,2014,top2-8,18.34,2.12,98.53,64.97,53.69,19.5,2.88,3.62,8.03,3.84,108.22,68.47,47.44,19.28,6.06,10.06,114.69,92.06,39.17,69.55,82.64,13.35,58.1,9.6,19.32,55.47,26.46
496,Wimbledon,2015,champion,11.0,1.57,104.57,73.14,56.0,20.0,3.71,4.57,12.14,3.57,111.0,67.86,47.86,20.57,5.86,10.0,118.57,97.0,39.08,47.54,76.57,6.04,63.63,15.95,22.58,55.0,31.37
497,Wimbledon,2015,top2-8,12.94,3.0,107.0,67.72,55.22,22.34,2.78,4.03,10.03,4.53,113.19,70.28,49.97,21.03,5.38,9.66,119.75,100.44,38.55,56.33,81.54,10.44,56.87,7.86,13.29,54.38,29.44
498,Wimbledon,2016,champion,8.29,1.14,95.0,59.71,47.57,20.0,3.0,4.14,6.0,2.43,97.71,64.57,42.57,13.86,5.86,10.57,108.86,83.86,43.11,58.01,79.67,13.74,56.67,14.85,17.02,56.49,28.14
499,Wimbledon,2016,top2-8,16.91,2.75,106.16,67.22,56.31,22.03,3.34,4.69,9.84,4.5,119.12,74.41,52.22,21.81,6.66,10.81,123.44,101.84,39.22,63.21,83.77,13.59,56.57,7.79,9.61,54.79,30.26
500,Wimbledon,2017,champion,10.29,1.71,77.29,51.86,42.71,17.0,2.43,3.0,6.14,3.0,92.0,57.43,38.0,17.14,5.14,8.71,96.57,72.71,41.05,62.63,82.36,16.19,66.85,17.27,21.99,57.05,25.62
501,Wimbledon,2017,top2-8,17.22,3.12,106.81,68.59,56.09,22.09,3.84,5.16,9.81,4.47,114.97,72.31,51.94,20.22,5.88,9.88,121.0,100.78,38.7,63.71,81.78,9.95,57.8,10.4,14.91,54.56,34.31
502,Wimbledon,2018,champion,10.0,2.29,92.57,66.14,53.14,14.14,3.71,5.29,7.0,3.43,114.43,74.14,47.14,17.57,8.71,14.29,117.0,90.0,44.93,58.82,80.34,16.76,53.5,9.89,9.18,56.52,27.02
503,Wimbledon,2018,top2-8,19.91,3.38,110.06,74.94,61.38,20.53,2.78,3.91,10.75,3.97,121.81,78.66,55.47,21.03,6.34,10.41,127.22,104.66,38.62,64.94,81.91,11.39,58.46,9.72,10.2,54.86,27.3
504,Wimbledon,2019,champion,8.43,4.14,109.14,70.14,54.71,20.57,3.43,5.29,9.29,4.14,111.57,66.86,45.43,20.43,6.0,11.29,121.0,99.71,43.45,47.57,78.0,10.05,52.74,7.05,11.7,54.82,31.91
505,Wimbledon,2019,top2-8,9.03,2.62,99.75,64.75,51.34,20.5,3.59,4.88,10.97,4.0,108.31,66.31,45.78,19.56,6.38,10.81,114.81,93.25,40.54,45.15,79.29,10.25,58.57,12.0,14.55,55.18,31.1
